heart_rate,delay
68.54342115667467,0.0020418190891621363
71.16493435626504,0.002519970815361813
62.48468187035153,0.0014518640335859352
95.93454821009591,0.0017228327460698024
74.45535251360018,0.0006351189189375283
62.164817539697886,0.006762939725659849
73.55288360511894,0.002486204659448962
77.70912253437922,0.0014824868450188332
64.6649481250581,0.0057374470020872545
78.0348928584865,1.0399880221569156e-05
88.93623469230018,0.006329621476047079
85.1881706262709,0.002898157962730362
82.23477369074445,0.0018802828434812148
75.06648829752793,0.0025341795163783018
74.28377761119923,0.002193857693552061
73.36709215757517,3.688201304389519e-05
88.30748473894731,0.001676765555371732
82.33256592789259,0.0008154303360791292
68.80747110518486,0.0020456278990206972
77.40860271248987,0.0011880593065555281
84.46376220803036,0.003340485102522851
62.53284272437692,0.008082968550855912
65.09069784123021,0.0013413834063973921
83.68354959189061,0.0038825302511412757
78.16589782744505,0.004815639160289847
73.1121204306814,0.004408216861513118
71.88811398718042,0.0036447278918146035
74.746771776105,0.00684430037435923
73.78460146903733,0.0025445357513802585
85.3343792115375,0.0034934846675554214
84.52966561597866,0.006628579073077562
58.94004074775671,0.007033480964334379
59.39779317577914,0.005186035623063996
81.9517660784611,0.006710726554113598
77.04866000927969,0.0035709379153978744
67.00432164578277,0.0012804205501114531
69.75806271032286,0.004481078916060228
72.36855598327396,0.005566894212841497
80.57430401339126,0.00030718881456336946
78.43019126113225,0.006775701014607538
69.27690031234566,0.002890745116893848
81.1970728388681,0.0024370796485796023
80.40705592601705,0.0008924175159715903
80.08895646695973,0.002951134769743192
70.06791314388694,0.0008885959856568672
87.15911050046688,0.001686700908800887
73.45596525946242,0.0033044090848496936
55.13636918849735,0.005618361503767901
82.37822203391961,0.00417534479451725
75.39758767660581,0.006567784279502112
78.94989845818317,0.0069912464843887665
66.9863957949732,0.002047680848151911
84.9620358632597,0.0031258272697898227
65.01424295355336,0.0029159541095342212
67.22246657971431,0.002760455983673032
83.38178858264955,0.0027271535714251394
78.5986271143792,0.0009790608361453402
83.96151423958831,0.0006972591028226439
80.94619856672244,0.005625043571175798
85.51928754934947,0.001262147139839469
70.50856574151702,0.0009724970101900163
68.45454697440611,0.004264517347534592
56.9539614624473,0.00672372894551365
77.88492084361907,0.00022004139108037688
65.74464108594711,0.003930996050579083
72.51992116289945,0.0010574949855974443
67.31073830390997,0.002749248311176543
68.33439195240382,0.00020000768442279674
74.97423356792817,0.002385611956665672
56.15989780528308,0.0024277895947196603
78.66527348734547,0.0024394089477895236
87.56856403847486,0.00046909286012618875
73.53999718429337,0.0020261694363056877
79.77049771437841,8.705245165973935e-05
79.32041932800799,0.0021849855007960994
84.3896446802132,0.0029681348859663583
71.31043930578093,0.0035932054340208613
75.93184176359262,0.00017810771196024255
65.3092964052414,0.005302777198764683
73.66028372569471,0.00027585358495737947
69.11784476498131,0.0038095379128432723
87.91687145937435,0.002171346112038698
79.76221576646475,0.000672962951185671
90.83731159719211,0.000626923397612314
70.50348796093992,0.001793787299348691
77.40309511444613,0.0013186711755760574
58.667534259978076,0.0036100686391040094
70.7526777069352,0.001129758243786937
91.6175861960901,0.006493055587412577
75.74719797893727,0.0043534035224374375
80.55349250940951,0.005632739662805933
72.4668662130598,0.0032938896432806895
83.472792978672,0.004392711040219341
69.13206591046095,0.005725571496606243
75.9572090348926,0.0047066492755993014
74.02583916957461,0.003098375744410984
78.1350856157668,0.002126240878968437
85.63227278390886,0.00564660885757511
69.32576133561534,0.00014566419748727848
69.09937677398982,0.0011131336443904538
75.93862766821249,0.0045212309463447484
78.01466791792342,0.0012644177922622834
75.18211197012549,0.00026724706980969847
75.34291122646219,0.0008225913868294467
76.1367074225316,0.008229720473491386
80.65805079199448,0.0037521866772423163
96.81216800389596,0.001509433056541608
89.34635721414448,0.001563546083078916
80.48704894358187,0.006026542084113709
66.00210368426634,0.000411351701454911
78.47787342128304,4.7379754359975915e-05
77.84782425514152,0.0014734863786368653
70.05195579147168,0.0026516467906286573
78.79801143205484,0.002868263703148136
69.06066260698724,0.0016317620008461466
67.13163566531857,0.002834146496297316
74.96317217111307,0.0016973198731599095
116.37392633209504,0.00021027229623049153
120.8988466267777,0.001026248244564458
122.36347274897116,0.0014590180832690502
130.88166712329732,0.0008056216506385295
111.76693522944004,0.0007338778132678816
117.9410444173258,0.00022598582658962793
116.2808577806973,0.00182024259290849
112.80403885936775,0.0015202490484477935
116.80216653513324,0.000907031933935537
131.28399946019968,0.000764903844657052
116.52879503019673,0.0005656038137743228
129.4446173563462,0.001297548082665689
122.94733133575905,0.00016469011147526099
111.28375315114168,0.0013406138588855914
119.0633130704561,0.0006370933379796457
112.49890980947048,0.0025265011529392563
115.87196454073114,0.0011775339119964668
133.1465784718451,0.0004785678312537152
121.92478680578063,0.0005535275931186907
124.43365820736996,0.0007326663221309124
116.21779647469194,0.0008208286773061667
126.72881770414037,0.0007622599495686799
116.48843254686119,0.0005039368942757068
116.60851028930048,0.0005871993166013246
121.6724391614785,0.0006720941945955773
116.17855711071893,0.00036763909631484706
125.65218954079059,0.0002807361218082361
127.20593126802422,0.0013424586647477787
118.5360373233236,0.0008008004482695133
119.24565472006849,0.0028095467989632792
120.04311425172114,0.0004046014666871053
123.69035923583554,0.0006374305372655739
124.05381681077708,0.0032155833934279106
134.25486165324756,0.0006156008656738163
111.2486139936977,0.0016995440912539338
114.73470866301743,0.0010888493121735013
116.77507443341302,0.0016862153120651372
112.53699243506563,0.0011763840774778164
121.44265156591459,0.0007046683992891842
114.89642232873084,0.002015317432190109
105.77993547964336,0.0005166737030931098
126.99693767802768,0.00030527237598800444
118.99529426031656,0.0004337492641145139
114.91891445115975,0.00024209575113137116
127.91728097728698,0.0018923127823874616
116.06758134980494,0.00209293150973403
124.95201670370798,0.000618743329309667
118.33290824580922,0.001692472837802641
119.55768600165314,0.002484388116480703
115.8306226221187,0.0021384764107565688
134.71736870477315,0.0013199140019354095
133.97486765226978,0.000791917489710749
114.18474838470314,0.0005953193292246504
122.67617416100424,0.0002266042480377469
122.34058449094917,0.00031360849616134286
122.56406676986128,0.0021954082369432036
120.24516759262944,0.0005726431607835599
115.7979159387495,0.0001949021192388266
125.05466367543639,0.0019160764968875611
134.68644751081635,0.0003439216611889012
109.69267476703403,0.0005124645444546013
125.34609880830948,0.0006388983883316871
119.15509436432113,0.0011856337554080935
121.1322916741738,0.0010623514078147152
120.97018903143862,0.001342682994321267
117.81200616421964,6.387559252926466e-05
121.9301966934301,0.0017558822514535336
127.69247068046624,0.0012968796045828674
122.4208579056029,0.0009553539149478494
118.0780161678562,0.0009903460175850216
119.17210320651819,0.000910474167106142
123.8665457696021,0.00017509313039473052
126.49491003984426,0.00019360386766685697
130.03809476188906,0.0008486043521666591
126.57609318890307,0.0006749805849266914
120.5238175882774,1.9745859492856005e-05
117.7249492182549,0.0015220343610161588
121.93507857831676,0.0009130740212390802
119.90291517782671,0.0008459408620745156
117.31743000064439,4.769530198635947e-05
122.4626111807924,8.982472041117327e-05
120.13428828198911,0.002395770365941164
121.5022254842772,0.0004473282954598519
125.10763527973279,0.00027784664454639325
118.51869421996328,4.959907861034799e-05
123.77384176034387,0.000893414584864713
126.42549569890384,0.0006931039898729132
116.49565242290866,0.0020713831061886165
121.69786599583618,0.00202951504416735
128.1388072815582,3.1344689130699327e-05
115.30398834217164,0.00042571459843930554
124.61271315332982,0.002214756794881767
119.36986009753,0.0010714763102532294
119.89283244851242,0.0009849982055631673
118.59682326025018,0.0005905358199495535
121.31537663830495,0.0016995241274516536
132.63025875984957,0.0007765351219443744
119.92767233079354,0.0009191079351950082
126.54532150380052,0.00157659188024438
113.05306783506212,0.0009896301804497585
124.55984643887592,0.0017202230903359088
116.86652980392067,0.0014978318265892018
121.38589481018148,0.0032049033711908123
119.29322313968677,0.0015688716012246683
124.22453512296447,0.0016845321638894102
120.05072822921366,0.001715024840386809
125.68669241161186,0.001674776635507788
119.84020577942252,0.0029323191016590324
115.83231766065212,0.00046359957095899957
113.95507236552422,0.0007672415241040786
125.20829924516137,0.0011996199757718148
125.15920373496434,7.724954333024033e-05
113.59688338654091,0.0004088074411642748
120.13093916524058,1.623743647825328e-05
126.50994790897826,0.0018387940178220706
116.53933868788154,0.0011768533117333972
111.1565689663093,0.00039590998559957906
125.55549766271136,0.0010525331347438752
121.12245843330616,0.0012858080771244215
131.60227857760825,0.0007017712047637503
118.62135080004045,0.0024397249844079014
